,Penyakit,Gejala_1,Gejala_2,Gejala_3,Gejala_4
2546,Reaksi Obat,Gatal,Ruam kulit,Sakit perut,Rasa panas saat buang air kecil
2547,Penyakit tukak lambung,Muntah,Perut terasa tidak nyaman,Hilang nafsu makan,Sakit perut bagian bawah
2548,AIDS,Penyusutan otot,Bercak di tenggorokan,Demam tinggi,Hubungan di luar pernikahan
2549,Diabetes,Lelah,Penurunan berat badan,Gelisah,Lesu
2550,Radang perut,Muntah,Mata cekung,Kekurangan cairan (dehidrasi),Diare
2551,Asma Bronkial,Lelah,Batuk,Demam tinggi,Sesak napas
2552,Hipertensi,Sakit kepala,Nyeri dada,Pusing,Kehilangan keseimbangan
2553,Migrain,Asam lambung naik,Perut terasa tidak nyaman,Sakit kepala,Pandangan kabur
2554,Spondilosis serviks,Nyeri punggung,Kelemahan pada tangan atau kaki,Sakit leher,Pusing
2555,Kelumpuhan (pendarahan otak),Muntah,Sakit kepala,Lemah di satu sisi tubuh,Kesadaran terganggu
2556,Penyakit kuning,Gatal,Muntah,Lelah,Penurunan berat badan
2557,Malaria,Demam menggigil,Muntah,Demam tinggi,Berkeringat
2558,Cacar air,Gatal,Ruam kulit,Lelah,Lesu
2559,Demam Berdarah,Ruam kulit,Demam menggigil,Nyeri sendi,Muntah
2560,Penyakit tipus,Demam menggigil,Muntah,Lelah,Demam tinggi
2561,penyakit hepatitis A,Nyeri sendi,Muntah,Kulit kekuningan,Urin berwarna gelap
2562,Penyakit Hepatitis B,Gatal,Lelah,Lesu,Kulit kekuningan
2563,Penyakit Hepatitis C,Lelah,Kulit kekuningan,Mual,Hilang nafsu makan
2564,Penyakit Hepatitis D.,Nyeri sendi,Muntah,Lelah,Kulit kekuningan
2565,Hepatitis E,Nyeri sendi,Muntah,Lelah,Demam tinggi
2566,Hepatitis alkoholik,Muntah,Kulit kekuningan,Sakit perut bagian bawah,Perut bengkak
2567,Tuberkulosis,Demam menggigil,Muntah,Lelah,Penurunan berat badan
2568,Flu biasa,Bersin terus-menerus,Demam menggigil,Lelah,Batuk
2569,Radang paru-paru,Demam menggigil,Lelah,Batuk,Demam tinggi
2570,Wasir dimorfik (ambeien),Susah buang air besar (sembelit),Nyeri saat buang air besar,Nyeri di sekitar anus,Tinja berdarah
2571,Serangan jantung,Muntah,Sesak napas,Berkeringat,Nyeri dada
2572,Pembuluh mekar,Lelah,Kram,Memar,Obesitas (kelebihan berat badan)
2573,Hipotiroidisme,Lelah,Kenaikan berat badan,Tangan dan kaki terasa dingin,Perubahan suasana hati
2574,Hipertiroidisme,Lelah,Perubahan suasana hati,Penurunan berat badan,Gelisah
2575,Hipoglikemia,Muntah,Lelah,Cemas,Berkeringat
2576,Osteoartritis,Nyeri sendi,Sakit leher,Nyeri lutut,Nyeri sendi pinggul
2577,Radang sendi,Lemah otot,Leher kaku,Sendi bengkak,Kaku saat bergerak
2578,(vertigo) Vertigo Posisi Paroymsal,Muntah,Sakit kepala,Mual,Rasa berputar (vertigo)
2579,Jerawat,Ruam kulit,Jerawat bernanah,Komedo,kulit berminyak
2580,Infeksi saluran kemih,Rasa panas saat buang air kecil,Tidak nyaman di kandung kemih,bau_pesing_yang_busuk,Rasa ingin buang air kecil terus-menerus
2581,Psoriasis,Ruam kulit,Nyeri sendi,Kulit mengelupas,Lapisan putih seperti serpihan di kulit
2582,Impetigo,Ruam kulit,Demam tinggi,Lepuh,Luka merah di sekitar hidung
2583,Infeksi jamur,Gatal,Ruam kulit,Benjolan kulit,bercak diskromik
2584,Alergi,Bersin terus-menerus,Gemetar,Demam menggigil,Mata berair
2585,Penyakit GERD,Sakit perut,Asam lambung naik,Luka di lidah,Muntah
2586,Kolestasis kronis,Gatal,Muntah,Kulit kekuningan,Mual
2587,Reaksi Obat,Gatal,Ruam kulit,Sakit perut,Rasa panas saat buang air kecil
2588,Penyakit tukak lambung,Muntah,Perut terasa tidak nyaman,Hilang nafsu makan,Sakit perut bagian bawah
2589,AIDS,Penyusutan otot,Bercak di tenggorokan,Demam tinggi,Hubungan di luar pernikahan
2590,Diabetes,Lelah,Penurunan berat badan,Gelisah,Lesu
2591,Radang perut,Muntah,Mata cekung,Kekurangan cairan (dehidrasi),Diare
2592,Asma Bronkial,Lelah,Batuk,Demam tinggi,Sesak napas
2593,Hipertensi,Sakit kepala,Nyeri dada,Pusing,Kehilangan keseimbangan
2594,Migrain,Asam lambung naik,Perut terasa tidak nyaman,Sakit kepala,Pandangan kabur
2595,Spondilosis serviks,Nyeri punggung,Kelemahan pada tangan atau kaki,Sakit leher,Pusing
2596,Kelumpuhan (pendarahan otak),Muntah,Sakit kepala,Lemah di satu sisi tubuh,Kesadaran terganggu
2597,Penyakit kuning,Gatal,Muntah,Lelah,Penurunan berat badan
2598,Malaria,Demam menggigil,Muntah,Demam tinggi,Berkeringat
2599,Cacar air,Gatal,Ruam kulit,Lelah,Lesu
2600,Demam Berdarah,Ruam kulit,Demam menggigil,Nyeri sendi,Muntah
2601,Penyakit tipus,Demam menggigil,Muntah,Lelah,Demam tinggi
2602,penyakit hepatitis A,Nyeri sendi,Muntah,Kulit kekuningan,Urin berwarna gelap
2603,Penyakit Hepatitis B,Gatal,Lelah,Lesu,Kulit kekuningan
2604,Penyakit Hepatitis C,Lelah,Kulit kekuningan,Mual,Hilang nafsu makan
2605,Penyakit Hepatitis D.,Nyeri sendi,Muntah,Lelah,Kulit kekuningan
2606,Hepatitis E,Nyeri sendi,Muntah,Lelah,Demam tinggi
2607,Hepatitis alkoholik,Muntah,Kulit kekuningan,Sakit perut bagian bawah,Perut bengkak
2608,Tuberkulosis,Demam menggigil,Muntah,Lelah,Penurunan berat badan
2609,Flu biasa,Bersin terus-menerus,Demam menggigil,Lelah,Batuk
2610,Radang paru-paru,Demam menggigil,Lelah,Batuk,Demam tinggi
2611,Wasir dimorfik (ambeien),Susah buang air besar (sembelit),Nyeri saat buang air besar,Nyeri di sekitar anus,Tinja berdarah
2612,Serangan jantung,Muntah,Sesak napas,Berkeringat,Nyeri dada
2613,Pembuluh mekar,Lelah,Kram,Memar,Obesitas (kelebihan berat badan)
2614,Hipotiroidisme,Lelah,Kenaikan berat badan,Tangan dan kaki terasa dingin,Perubahan suasana hati
2615,Hipertiroidisme,Lelah,Perubahan suasana hati,Penurunan berat badan,Gelisah
2616,Hipoglikemia,Muntah,Lelah,Cemas,Berkeringat
2617,Osteoartritis,Nyeri sendi,Sakit leher,Nyeri lutut,Nyeri sendi pinggul
2618,Radang sendi,Lemah otot,Leher kaku,Sendi bengkak,Kaku saat bergerak
2619,(vertigo) Vertigo Posisi Paroymsal,Muntah,Sakit kepala,Mual,Rasa berputar (vertigo)
2620,Jerawat,Ruam kulit,Jerawat bernanah,Komedo,kulit berminyak
2621,Infeksi saluran kemih,Rasa panas saat buang air kecil,Tidak nyaman di kandung kemih,bau_pesing_yang_busuk,Rasa ingin buang air kecil terus-menerus
2622,Psoriasis,Ruam kulit,Nyeri sendi,Kulit mengelupas,Lapisan putih seperti serpihan di kulit
2623,Impetigo,Ruam kulit,Demam tinggi,Lepuh,Luka merah di sekitar hidung
2624,Infeksi jamur,Gatal,Ruam kulit,Benjolan kulit,bercak diskromik
2625,Alergi,Bersin terus-menerus,Gemetar,Demam menggigil,Mata berair
2626,Penyakit GERD,Sakit perut,Asam lambung naik,Luka di lidah,Muntah
2627,Kolestasis kronis,Gatal,Muntah,Kulit kekuningan,Mual
2628,Reaksi Obat,Gatal,Ruam kulit,Sakit perut,Rasa panas saat buang air kecil
2629,Penyakit tukak lambung,Muntah,Perut terasa tidak nyaman,Hilang nafsu makan,Sakit perut bagian bawah
2630,AIDS,Penyusutan otot,Bercak di tenggorokan,Demam tinggi,Hubungan di luar pernikahan
2631,Diabetes,Lelah,Penurunan berat badan,Gelisah,Lesu
2632,Radang perut,Muntah,Mata cekung,Kekurangan cairan (dehidrasi),Diare
2633,Asma Bronkial,Lelah,Batuk,Demam tinggi,Sesak napas
2634,Hipertensi,Sakit kepala,Nyeri dada,Pusing,Kehilangan keseimbangan
2635,Migrain,Asam lambung naik,Perut terasa tidak nyaman,Sakit kepala,Pandangan kabur
2636,Spondilosis serviks,Nyeri punggung,Kelemahan pada tangan atau kaki,Sakit leher,Pusing
2637,Kelumpuhan (pendarahan otak),Muntah,Sakit kepala,Lemah di satu sisi tubuh,Kesadaran terganggu
2638,Penyakit kuning,Gatal,Muntah,Lelah,Penurunan berat badan
2639,Malaria,Demam menggigil,Muntah,Demam tinggi,Berkeringat
2640,Cacar air,Gatal,Ruam kulit,Lelah,Lesu
2641,Demam Berdarah,Ruam kulit,Demam menggigil,Nyeri sendi,Muntah
2642,Penyakit tipus,Demam menggigil,Muntah,Lelah,Demam tinggi
2643,penyakit hepatitis A,Nyeri sendi,Muntah,Kulit kekuningan,Urin berwarna gelap
2644,Penyakit Hepatitis B,Gatal,Lelah,Lesu,Kulit kekuningan
2645,Penyakit Hepatitis C,Lelah,Kulit kekuningan,Mual,Hilang nafsu makan
2646,Penyakit Hepatitis D.,Nyeri sendi,Muntah,Lelah,Kulit kekuningan
2647,Hepatitis E,Nyeri sendi,Muntah,Lelah,Demam tinggi
2648,Hepatitis alkoholik,Muntah,Kulit kekuningan,Sakit perut bagian bawah,Perut bengkak
2649,Tuberkulosis,Demam menggigil,Muntah,Lelah,Penurunan berat badan
2650,Flu biasa,Bersin terus-menerus,Demam menggigil,Lelah,Batuk
2651,Radang paru-paru,Demam menggigil,Lelah,Batuk,Demam tinggi
2652,Wasir dimorfik (ambeien),Susah buang air besar (sembelit),Nyeri saat buang air besar,Nyeri di sekitar anus,Tinja berdarah
2653,Serangan jantung,Muntah,Sesak napas,Berkeringat,Nyeri dada
2654,Pembuluh mekar,Lelah,Kram,Memar,Obesitas (kelebihan berat badan)
2655,Hipotiroidisme,Lelah,Kenaikan berat badan,Tangan dan kaki terasa dingin,Perubahan suasana hati
2656,Hipertiroidisme,Lelah,Perubahan suasana hati,Penurunan berat badan,Gelisah
2657,Hipoglikemia,Muntah,Lelah,Cemas,Berkeringat
2658,Osteoartritis,Nyeri sendi,Sakit leher,Nyeri lutut,Nyeri sendi pinggul
2659,Radang sendi,Lemah otot,Leher kaku,Sendi bengkak,Kaku saat bergerak
2660,(vertigo) Vertigo Posisi Paroymsal,Muntah,Sakit kepala,Mual,Rasa berputar (vertigo)
2661,Jerawat,Ruam kulit,Jerawat bernanah,Komedo,kulit berminyak
2662,Infeksi saluran kemih,Rasa panas saat buang air kecil,Tidak nyaman di kandung kemih,bau_pesing_yang_busuk,Rasa ingin buang air kecil terus-menerus
2663,Psoriasis,Ruam kulit,Nyeri sendi,Kulit mengelupas,Lapisan putih seperti serpihan di kulit
2664,Impetigo,Ruam kulit,Demam tinggi,Lepuh,Luka merah di sekitar hidung
2665,Infeksi jamur,Gatal,Ruam kulit,Benjolan kulit,bercak diskromik
2666,Alergi,Bersin terus-menerus,Gemetar,Demam menggigil,Mata berair
2667,Penyakit GERD,Sakit perut,Asam lambung naik,Luka di lidah,Muntah
2668,Kolestasis kronis,Gatal,Muntah,Kulit kekuningan,Mual
2669,Reaksi Obat,Gatal,Ruam kulit,Sakit perut,Rasa panas saat buang air kecil
2670,Penyakit tukak lambung,Muntah,Perut terasa tidak nyaman,Hilang nafsu makan,Sakit perut bagian bawah
2671,AIDS,Penyusutan otot,Bercak di tenggorokan,Demam tinggi,Hubungan di luar pernikahan
2672,Diabetes,Lelah,Penurunan berat badan,Gelisah,Lesu
2673,Radang perut,Muntah,Mata cekung,Kekurangan cairan (dehidrasi),Diare
2674,Asma Bronkial,Lelah,Batuk,Demam tinggi,Sesak napas
2675,Hipertensi,Sakit kepala,Nyeri dada,Pusing,Kehilangan keseimbangan
2676,Migrain,Asam lambung naik,Perut terasa tidak nyaman,Sakit kepala,Pandangan kabur
2677,Spondilosis serviks,Nyeri punggung,Kelemahan pada tangan atau kaki,Sakit leher,Pusing
2678,Kelumpuhan (pendarahan otak),Muntah,Sakit kepala,Lemah di satu sisi tubuh,Kesadaran terganggu
2679,Penyakit kuning,Gatal,Muntah,Lelah,Penurunan berat badan
2680,Malaria,Demam menggigil,Muntah,Demam tinggi,Berkeringat
2681,Cacar air,Gatal,Ruam kulit,Lelah,Lesu
2682,Demam Berdarah,Ruam kulit,Demam menggigil,Nyeri sendi,Muntah
2683,Penyakit tipus,Demam menggigil,Muntah,Lelah,Demam tinggi
2684,penyakit hepatitis A,Nyeri sendi,Muntah,Kulit kekuningan,Urin berwarna gelap
2685,Penyakit Hepatitis B,Gatal,Lelah,Lesu,Kulit kekuningan
2686,Penyakit Hepatitis C,Lelah,Kulit kekuningan,Mual,Hilang nafsu makan
2687,Penyakit Hepatitis D.,Nyeri sendi,Muntah,Lelah,Kulit kekuningan
2688,Hepatitis E,Nyeri sendi,Muntah,Lelah,Demam tinggi
2689,Hepatitis alkoholik,Muntah,Kulit kekuningan,Sakit perut bagian bawah,Perut bengkak
2690,Tuberkulosis,Demam menggigil,Muntah,Lelah,Penurunan berat badan
2691,Flu biasa,Bersin terus-menerus,Demam menggigil,Lelah,Batuk
2692,Radang paru-paru,Demam menggigil,Lelah,Batuk,Demam tinggi
2693,Wasir dimorfik (ambeien),Susah buang air besar (sembelit),Nyeri saat buang air besar,Nyeri di sekitar anus,Tinja berdarah
2694,Serangan jantung,Muntah,Sesak napas,Berkeringat,Nyeri dada
2695,Pembuluh mekar,Lelah,Kram,Memar,Obesitas (kelebihan berat badan)
2696,Hipotiroidisme,Lelah,Kenaikan berat badan,Tangan dan kaki terasa dingin,Perubahan suasana hati
2697,Hipertiroidisme,Lelah,Perubahan suasana hati,Penurunan berat badan,Gelisah
2698,Hipoglikemia,Muntah,Lelah,Cemas,Berkeringat
2699,Osteoartritis,Nyeri sendi,Sakit leher,Nyeri lutut,Nyeri sendi pinggul
2700,Radang sendi,Lemah otot,Leher kaku,Sendi bengkak,Kaku saat bergerak
2701,(vertigo) Vertigo Posisi Paroymsal,Muntah,Sakit kepala,Mual,Rasa berputar (vertigo)
2702,Jerawat,Ruam kulit,Jerawat bernanah,Komedo,kulit berminyak
2703,Infeksi saluran kemih,Rasa panas saat buang air kecil,Tidak nyaman di kandung kemih,bau_pesing_yang_busuk,Rasa ingin buang air kecil terus-menerus
2704,Psoriasis,Ruam kulit,Nyeri sendi,Kulit mengelupas,Lapisan putih seperti serpihan di kulit
2705,Impetigo,Ruam kulit,Demam tinggi,Lepuh,Luka merah di sekitar hidung
2706,Infeksi jamur,Gatal,Ruam kulit,Benjolan kulit,bercak diskromik
2707,Alergi,Bersin terus-menerus,Gemetar,Demam menggigil,Mata berair
2708,Penyakit GERD,Sakit perut,Asam lambung naik,Luka di lidah,Muntah
2709,Kolestasis kronis,Gatal,Muntah,Kulit kekuningan,Mual
2710,Reaksi Obat,Gatal,Ruam kulit,Sakit perut,Rasa panas saat buang air kecil
2711,Penyakit tukak lambung,Muntah,Perut terasa tidak nyaman,Hilang nafsu makan,Sakit perut bagian bawah
2712,AIDS,Penyusutan otot,Bercak di tenggorokan,Demam tinggi,Hubungan di luar pernikahan
2713,Diabetes,Lelah,Penurunan berat badan,Gelisah,Lesu
2714,Radang perut,Muntah,Mata cekung,Kekurangan cairan (dehidrasi),Diare
2715,Asma Bronkial,Lelah,Batuk,Demam tinggi,Sesak napas
2716,Hipertensi,Sakit kepala,Nyeri dada,Pusing,Kehilangan keseimbangan
2717,Migrain,Asam lambung naik,Perut terasa tidak nyaman,Sakit kepala,Pandangan kabur
2718,Spondilosis serviks,Nyeri punggung,Kelemahan pada tangan atau kaki,Sakit leher,Pusing
2719,Kelumpuhan (pendarahan otak),Muntah,Sakit kepala,Lemah di satu sisi tubuh,Kesadaran terganggu
2720,Penyakit kuning,Gatal,Muntah,Lelah,Penurunan berat badan
2721,Malaria,Demam menggigil,Muntah,Demam tinggi,Berkeringat
2722,Cacar air,Gatal,Ruam kulit,Lelah,Lesu
2723,Demam Berdarah,Ruam kulit,Demam menggigil,Nyeri sendi,Muntah
2724,Penyakit tipus,Demam menggigil,Muntah,Lelah,Demam tinggi
2725,penyakit hepatitis A,Nyeri sendi,Muntah,Kulit kekuningan,Urin berwarna gelap
2726,Penyakit Hepatitis B,Gatal,Lelah,Lesu,Kulit kekuningan
2727,Penyakit Hepatitis C,Lelah,Kulit kekuningan,Mual,Hilang nafsu makan
2728,Penyakit Hepatitis D.,Nyeri sendi,Muntah,Lelah,Kulit kekuningan
2729,Hepatitis E,Nyeri sendi,Muntah,Lelah,Demam tinggi
2730,Hepatitis alkoholik,Muntah,Kulit kekuningan,Sakit perut bagian bawah,Perut bengkak
2731,Tuberkulosis,Demam menggigil,Muntah,Lelah,Penurunan berat badan
2732,Flu biasa,Bersin terus-menerus,Demam menggigil,Lelah,Batuk
2733,Radang paru-paru,Demam menggigil,Lelah,Batuk,Demam tinggi
2734,Wasir dimorfik (ambeien),Susah buang air besar (sembelit),Nyeri saat buang air besar,Nyeri di sekitar anus,Tinja berdarah
2735,Serangan jantung,Muntah,Sesak napas,Berkeringat,Nyeri dada
2736,Pembuluh mekar,Lelah,Kram,Memar,Obesitas (kelebihan berat badan)
2737,Hipotiroidisme,Lelah,Kenaikan berat badan,Tangan dan kaki terasa dingin,Perubahan suasana hati
2738,Hipertiroidisme,Lelah,Perubahan suasana hati,Penurunan berat badan,Gelisah
2739,Hipoglikemia,Muntah,Lelah,Cemas,Berkeringat
2740,Osteoartritis,Nyeri sendi,Sakit leher,Nyeri lutut,Nyeri sendi pinggul
2741,Radang sendi,Lemah otot,Leher kaku,Sendi bengkak,Kaku saat bergerak
2742,(vertigo) Vertigo Posisi Paroymsal,Muntah,Sakit kepala,Mual,Rasa berputar (vertigo)
2743,Jerawat,Ruam kulit,Jerawat bernanah,Komedo,kulit berminyak
2744,Infeksi saluran kemih,Rasa panas saat buang air kecil,Tidak nyaman di kandung kemih,bau_pesing_yang_busuk,Rasa ingin buang air kecil terus-menerus
2745,Psoriasis,Ruam kulit,Nyeri sendi,Kulit mengelupas,Lapisan putih seperti serpihan di kulit
2746,Impetigo,Ruam kulit,Demam tinggi,Lepuh,Luka merah di sekitar hidung
2747,Infeksi jamur,Gatal,Ruam kulit,Benjolan kulit,bercak diskromik
2748,Alergi,Bersin terus-menerus,Gemetar,Demam menggigil,Mata berair
2749,Penyakit GERD,Sakit perut,Asam lambung naik,Luka di lidah,Muntah
2750,Kolestasis kronis,Gatal,Muntah,Kulit kekuningan,Mual
2751,Reaksi Obat,Gatal,Ruam kulit,Sakit perut,Rasa panas saat buang air kecil
2752,Penyakit tukak lambung,Muntah,Perut terasa tidak nyaman,Hilang nafsu makan,Sakit perut bagian bawah
2753,AIDS,Penyusutan otot,Bercak di tenggorokan,Demam tinggi,Hubungan di luar pernikahan
2754,Diabetes,Lelah,Penurunan berat badan,Gelisah,Lesu
2755,Radang perut,Muntah,Mata cekung,Kekurangan cairan (dehidrasi),Diare
2756,Asma Bronkial,Lelah,Batuk,Demam tinggi,Sesak napas
2757,Hipertensi,Sakit kepala,Nyeri dada,Pusing,Kehilangan keseimbangan
2758,Migrain,Asam lambung naik,Perut terasa tidak nyaman,Sakit kepala,Pandangan kabur
2759,Spondilosis serviks,Nyeri punggung,Kelemahan pada tangan atau kaki,Sakit leher,Pusing
2760,Kelumpuhan (pendarahan otak),Muntah,Sakit kepala,Lemah di satu sisi tubuh,Kesadaran terganggu
2761,Penyakit kuning,Gatal,Muntah,Lelah,Penurunan berat badan
2762,Malaria,Demam menggigil,Muntah,Demam tinggi,Berkeringat
2763,Cacar air,Gatal,Ruam kulit,Lelah,Lesu
2764,Demam Berdarah,Ruam kulit,Demam menggigil,Nyeri sendi,Muntah
2765,Penyakit tipus,Demam menggigil,Muntah,Lelah,Demam tinggi
2766,penyakit hepatitis A,Nyeri sendi,Muntah,Kulit kekuningan,Urin berwarna gelap
2767,Penyakit Hepatitis B,Gatal,Lelah,Lesu,Kulit kekuningan
2768,Penyakit Hepatitis C,Lelah,Kulit kekuningan,Mual,Hilang nafsu makan
2769,Penyakit Hepatitis D.,Nyeri sendi,Muntah,Lelah,Kulit kekuningan
2770,Hepatitis E,Nyeri sendi,Muntah,Lelah,Demam tinggi
2771,Hepatitis alkoholik,Muntah,Kulit kekuningan,Sakit perut bagian bawah,Perut bengkak
2772,Tuberkulosis,Demam menggigil,Muntah,Lelah,Penurunan berat badan
2773,Flu biasa,Bersin terus-menerus,Demam menggigil,Lelah,Batuk
2774,Radang paru-paru,Demam menggigil,Lelah,Batuk,Demam tinggi
2775,Wasir dimorfik (ambeien),Susah buang air besar (sembelit),Nyeri saat buang air besar,Nyeri di sekitar anus,Tinja berdarah
2776,Serangan jantung,Muntah,Sesak napas,Berkeringat,Nyeri dada
2777,Pembuluh mekar,Lelah,Kram,Memar,Obesitas (kelebihan berat badan)
2778,Hipotiroidisme,Lelah,Kenaikan berat badan,Tangan dan kaki terasa dingin,Perubahan suasana hati
2779,Hipertiroidisme,Lelah,Perubahan suasana hati,Penurunan berat badan,Gelisah
2780,Hipoglikemia,Muntah,Lelah,Cemas,Berkeringat
2781,Osteoartritis,Nyeri sendi,Sakit leher,Nyeri lutut,Nyeri sendi pinggul
2782,Radang sendi,Lemah otot,Leher kaku,Sendi bengkak,Kaku saat bergerak
2783,(vertigo) Vertigo Posisi Paroymsal,Muntah,Sakit kepala,Mual,Rasa berputar (vertigo)
2784,Jerawat,Ruam kulit,Jerawat bernanah,Komedo,kulit berminyak
2785,Infeksi saluran kemih,Rasa panas saat buang air kecil,Tidak nyaman di kandung kemih,bau_pesing_yang_busuk,Rasa ingin buang air kecil terus-menerus
2786,Psoriasis,Ruam kulit,Nyeri sendi,Kulit mengelupas,Lapisan putih seperti serpihan di kulit
2787,Impetigo,Ruam kulit,Demam tinggi,Lepuh,Luka merah di sekitar hidung
2788,Infeksi jamur,Gatal,Ruam kulit,Benjolan kulit,bercak diskromik
2789,Alergi,Bersin terus-menerus,Gemetar,Demam menggigil,Mata berair
2790,Penyakit GERD,Sakit perut,Asam lambung naik,Luka di lidah,Muntah
2791,Kolestasis kronis,Gatal,Muntah,Kulit kekuningan,Mual
2792,Reaksi Obat,Gatal,Ruam kulit,Sakit perut,Rasa panas saat buang air kecil
2793,Penyakit tukak lambung,Muntah,Perut terasa tidak nyaman,Hilang nafsu makan,Sakit perut bagian bawah
2794,AIDS,Penyusutan otot,Bercak di tenggorokan,Demam tinggi,Hubungan di luar pernikahan
2795,Diabetes,Lelah,Penurunan berat badan,Gelisah,Lesu
2796,Radang perut,Muntah,Mata cekung,Kekurangan cairan (dehidrasi),Diare
2797,Asma Bronkial,Lelah,Batuk,Demam tinggi,Sesak napas
2798,Hipertensi,Sakit kepala,Nyeri dada,Pusing,Kehilangan keseimbangan
2799,Migrain,Asam lambung naik,Perut terasa tidak nyaman,Sakit kepala,Pandangan kabur
2800,Spondilosis serviks,Nyeri punggung,Kelemahan pada tangan atau kaki,Sakit leher,Pusing
2801,Kelumpuhan (pendarahan otak),Muntah,Sakit kepala,Lemah di satu sisi tubuh,Kesadaran terganggu
2802,Penyakit kuning,Gatal,Muntah,Lelah,Penurunan berat badan
2803,Malaria,Demam menggigil,Muntah,Demam tinggi,Berkeringat
2804,Cacar air,Gatal,Ruam kulit,Lelah,Lesu
2805,Demam Berdarah,Ruam kulit,Demam menggigil,Nyeri sendi,Muntah
2806,Penyakit tipus,Demam menggigil,Muntah,Lelah,Demam tinggi
2807,penyakit hepatitis A,Nyeri sendi,Muntah,Kulit kekuningan,Urin berwarna gelap
2808,Penyakit Hepatitis B,Gatal,Lelah,Lesu,Kulit kekuningan
2809,Penyakit Hepatitis C,Lelah,Kulit kekuningan,Mual,Hilang nafsu makan
2810,Penyakit Hepatitis D.,Nyeri sendi,Muntah,Lelah,Kulit kekuningan
2811,Hepatitis E,Nyeri sendi,Muntah,Lelah,Demam tinggi
2812,Hepatitis alkoholik,Muntah,Kulit kekuningan,Sakit perut bagian bawah,Perut bengkak
2813,Tuberkulosis,Demam menggigil,Muntah,Lelah,Penurunan berat badan
2814,Flu biasa,Bersin terus-menerus,Demam menggigil,Lelah,Batuk
2815,Radang paru-paru,Demam menggigil,Lelah,Batuk,Demam tinggi
2816,Wasir dimorfik (ambeien),Susah buang air besar (sembelit),Nyeri saat buang air besar,Nyeri di sekitar anus,Tinja berdarah
2817,Serangan jantung,Muntah,Sesak napas,Berkeringat,Nyeri dada
2818,Pembuluh mekar,Lelah,Kram,Memar,Obesitas (kelebihan berat badan)
2819,Hipotiroidisme,Lelah,Kenaikan berat badan,Tangan dan kaki terasa dingin,Perubahan suasana hati
2820,Hipertiroidisme,Lelah,Perubahan suasana hati,Penurunan berat badan,Gelisah
2821,Hipoglikemia,Muntah,Lelah,Cemas,Berkeringat
2822,Osteoartritis,Nyeri sendi,Sakit leher,Nyeri lutut,Nyeri sendi pinggul
2823,Radang sendi,Lemah otot,Leher kaku,Sendi bengkak,Kaku saat bergerak
2824,(vertigo) Vertigo Posisi Paroymsal,Muntah,Sakit kepala,Mual,Rasa berputar (vertigo)
2825,Jerawat,Ruam kulit,Jerawat bernanah,Komedo,kulit berminyak
2826,Infeksi saluran kemih,Rasa panas saat buang air kecil,Tidak nyaman di kandung kemih,bau_pesing_yang_busuk,Rasa ingin buang air kecil terus-menerus
2827,Psoriasis,Ruam kulit,Nyeri sendi,Kulit mengelupas,Lapisan putih seperti serpihan di kulit
2828,Impetigo,Ruam kulit,Demam tinggi,Lepuh,Luka merah di sekitar hidung
2829,Infeksi jamur,Gatal,Ruam kulit,Benjolan kulit,bercak diskromik
2830,Alergi,Bersin terus-menerus,Gemetar,Demam menggigil,Mata berair
2831,Penyakit GERD,Sakit perut,Asam lambung naik,Luka di lidah,Muntah
2832,Kolestasis kronis,Gatal,Muntah,Kulit kekuningan,Mual
2833,Reaksi Obat,Gatal,Ruam kulit,Sakit perut,Rasa panas saat buang air kecil
